CRM_ID,hits_customDimensions_value,gender,birthday,state_code,annual_income_dollar,create_date,customer_level,CV_flag
122,10000122.10000122,1,1979,0,34383,2/1/2013,2,0
123,10000123.10000123,2,1988,0,50342,2/1/2013,2,0
124,10000124.10000124,1,1962,14,86704,2/1/2013,1,0
125,10000125.10000125,1,1992,0,87536,2/1/2013,1,0
126,10000126.10000126,2,1991,27,90039,2/1/2013,1,0
127,10000127.10000127,2,1995,0,62793,2/1/2013,1,0
128,10000128.10000128,1,1993,0,76559,2/1/2013,2,0
129,10000129.10000129,1,1989,27,73401,2/1/2013,2,0
130,10000130.10000130,2,1983,28,50205,2/2/2013,1,0
131,10000131.10000131,2,1982,14,61777,2/2/2013,2,0
132,10000132.10000132,1,1988,13,75357,2/2/2013,1,0
133,10000133.10000133,2,1973,14,37170,2/2/2013,2,0
134,10000134.10000134,2,1990,23,96478,2/2/2013,1,0
135,10000135.10000135,2,1991,40,38831,2/2/2013,2,0
136,10000136.10000136,2,1993,28,78666,2/2/2013,1,0
137,10000137.10000137,1,1980,1,43968,2/2/2013,2,0
138,10000138.10000138,1,1982,13,91071,2/2/2013,1,0
139,10000139.10000139,1,1951,32,63928,2/2/2013,1,0
140,10000140.10000140,2,1993,13,90862,2/2/2013,2,0
141,10000141.10000141,1,1976,14,90239,2/2/2013,1,0
142,10000142.10000142,2,1976,28,91279,2/2/2013,2,0
143,10000143.10000143,1,1990,4,64523,2/2/2013,2,0
144,10000144.10000144,2,1992,9,93569,2/2/2013,2,0
145,10000145.10000145,2,1983,0,71654,2/2/2013,3,1
146,10000146.10000146,1,1990,0,61279,2/2/2013,2,0
147,10000147.10000147,1,1956,0,57066,2/2/2013,2,0
148,10000148.10000148,1,1977,28,54685,2/2/2013,1,0
149,10000149.10000149,1,1986,14,49332,2/2/2013,1,0
150,10000150.10000150,2,1988,40,47310,2/2/2013,1,0
151,10000151.10000151,2,1985,0,86511,2/2/2013,1,0
152,10000152.10000152,1,1980,13,87254,2/2/2013,2,0
153,10000153.10000153,1,1989,28,50461,2/2/2013,2,0
154,10000154.10000154,2,1986,14,58039,2/2/2013,1,0
155,10000155.10000155,1,1980,13,36671,2/2/2013,1,0
156,10000156.10000156,1,1971,30,73245,2/2/2013,1,0
157,10000157.10000157,2,1983,12,96592,2/2/2013,2,0
158,10000158.10000158,1,1986,13,36176,2/2/2013,1,0
159,10000159.10000159,1,1977,0,58326,2/2/2013,1,0
160,10000160.10000160,1,1974,13,78779,2/2/2013,2,0
161,10000161.10000161,1,1956,0,44744,2/2/2013,2,0
162,10000162.10000162,2,1993,0,91195,2/2/2013,2,0
163,10000163.10000163,2,1996,12,67744,2/2/2013,1,0
164,10000164.10000164,1,1979,0,34451,2/2/2013,1,0
165,10000165.10000165,1,1973,11,89629,2/2/2013,2,0
166,10000166.10000166,1,1975,25,80281,2/2/2013,1,0
167,10000167.10000167,1,1974,27,35100,2/2/2013,2,0
168,10000168.10000168,2,1972,0,55424,2/2/2013,1,0
169,10000169.10000169,1,1979,12,91634,2/2/2013,2,0
170,10000170.10000170,2,1988,13,31335,2/2/2013,1,0
171,10000171.10000171,1,1968,0,91995,2/2/2013,2,0
172,10000172.10000172,1,1986,14,64057,2/2/2013,2,0
173,10000173.10000173,2,1989,0,51540,2/2/2013,1,0
174,10000174.10000174,1,1994,13,56037,2/2/2013,1,0
175,10000175.10000175,2,1970,11,54129,2/2/2013,1,0
176,10000176.10000176,1,1980,40,66761,2/2/2013,2,0
177,10000177.10000177,1,1994,0,45441,2/2/2013,2,0
178,10000178.10000178,2,1973,14,31492,2/2/2013,1,0
179,10000179.10000179,1,1977,14,67989,2/2/2013,4,1
180,10000180.10000180,1,1974,28,53951,2/2/2013,2,0
181,10000181.10000181,1,1983,15,79436,2/2/2013,2,0
182,10000182.10000182,1,1982,37,81248,2/2/2013,2,0
183,10000183.10000183,1,1958,3,35085,2/2/2013,2,0
184,10000184.10000184,1,1966,22,45467,2/2/2013,2,0
185,10000185.10000185,2,1978,4,81237,2/2/2013,1,0
186,10000186.10000186,1,1977,13,46151,2/2/2013,1,0
187,10000187.10000187,1,1989,14,78495,2/2/2013,1,0
188,10000188.10000188,1,1991,0,86642,2/2/2013,1,0
189,10000189.10000189,1,,0,97320,2/2/2013,1,0
190,10000190.10000190,1,1983,0,62017,2/2/2013,3,1
191,10000191.10000191,1,1975,31,34031,2/2/2013,2,0
192,10000192.10000192,2,1996,13,68431,2/2/2013,1,0
193,10000193.10000193,1,1991,23,55897,2/2/2013,1,0
194,10000194.10000194,2,1975,40,46417,2/2/2013,1,0
195,10000195.10000195,1,1987,0,73796,2/2/2013,2,0
196,10000196.10000196,1,1989,0,46209,2/2/2013,5,1
197,10000197.10000197,2,1991,27,92627,2/2/2013,2,0
198,10000198.10000198,1,1989,13,73877,2/2/2013,1,0
199,10000199.10000199,1,1977,0,77352,2/2/2013,1,0
200,10000200.10000200,2,1992,13,51288,2/2/2013,4,1
201,10000201.10000201,1,1990,11,56534,2/3/2013,2,0
202,10000202.10000202,2,1983,26,59622,2/3/2013,1,0
203,10000203.10000203,2,1990,14,87379,2/3/2013,1,0
204,10000204.10000204,2,1986,33,87874,2/3/2013,1,0
205,10000205.10000205,2,1978,14,93268,2/3/2013,2,0
206,10000206.10000206,2,1991,27,50299,2/3/2013,2,0
207,10000207.10000207,1,1983,25,70950,2/3/2013,1,0
208,10000208.10000208,2,1973,23,60542,2/3/2013,1,0
209,10000209.10000209,1,1968,0,85910,2/3/2013,1,0
210,10000210.10000210,1,1990,0,76326,2/3/2013,1,0
211,10000211.10000211,2,1964,45,68722,2/3/2013,2,0
212,10000212.10000212,2,1984,4,85002,2/3/2013,1,0
213,10000213.10000213,1,1979,22,33272,2/3/2013,2,0
214,10000214.10000214,1,1970,13,86517,2/3/2013,1,0
215,10000215.10000215,2,1977,22,77012,2/3/2013,1,0
216,10000216.10000216,2,1978,26,47588,2/3/2013,2,0
217,10000217.10000217,2,1963,1,41883,2/3/2013,1,0
218,10000218.10000218,2,1986,1,94457,2/3/2013,1,0
219,10000219.10000219,2,1980,7,93616,2/3/2013,2,0
220,10000220.10000220,1,1957,14,94473,2/3/2013,2,0
221,10000221.10000221,1,1977,0,88992,2/3/2013,2,0
222,10000222.10000222,1,1973,22,55183,2/3/2013,1,0
223,10000223.10000223,1,1979,23,56128,2/3/2013,1,0
224,10000224.10000224,1,1997,0,82718,2/3/2013,3,1
225,10000225.10000225,1,1978,13,94958,2/3/2013,1,0
226,10000226.10000226,2,1992,24,82536,2/3/2013,1,0
227,10000227.10000227,1,1980,22,53612,2/3/2013,1,0
228,10000228.10000228,2,1984,8,56735,2/3/2013,1,0
229,10000229.10000229,1,1972,0,32164,2/3/2013,1,0
230,10000230.10000230,1,1987,21,78631,2/3/2013,2,0
231,10000231.10000231,2,1990,0,32051,2/3/2013,2,0
232,10000232.10000232,1,1967,23,96442,2/3/2013,2,0
233,10000233.10000233,2,1980,13,94916,2/3/2013,2,0
234,10000234.10000234,2,1994,13,36964,2/3/2013,2,0
235,10000235.10000235,2,1995,0,46670,2/3/2013,1,0
236,10000236.10000236,1,1980,40,71980,2/3/2013,2,0
237,10000237.10000237,1,1983,10,95061,2/3/2013,1,0
238,10000238.10000238,1,1984,17,87616,2/3/2013,2,0
239,10000239.10000239,1,1963,0,47540,2/3/2013,1,0
240,10000240.10000240,2,1980,1,39274,2/3/2013,2,0
241,10000241.10000241,1,1970,46,57787,2/3/2013,2,0
242,10000242.10000242,2,1988,25,85479,2/3/2013,3,1
243,10000243.10000243,2,1977,0,74139,2/3/2013,1,0
244,10000244.10000244,1,1989,14,54165,2/3/2013,2,0
245,10000245.10000245,1,1989,47,61739,2/3/2013,5,1
246,10000246.10000246,1,1967,0,47010,2/3/2013,1,0
247,10000247.10000247,1,1980,28,31319,2/3/2013,1,0
248,10000248.10000248,2,1977,28,35211,2/3/2013,4,1
249,10000249.10000249,2,1988,8,73872,2/3/2013,4,1
250,10000250.10000250,1,1971,13,30321,2/3/2013,2,0
251,10000251.10000251,2,1980,14,90898,2/3/2013,2,0
252,10000252.10000252,1,1963,14,96179,2/3/2013,1,0
253,10000253.10000253,2,1995,16,76183,2/3/2013,2,0
254,10000254.10000254,1,1989,35,82515,2/3/2013,2,0
255,10000255.10000255,1,1968,22,43790,2/3/2013,2,0
256,10000256.10000256,1,1974,28,78804,2/3/2013,2,0
257,10000257.10000257,2,1992,11,66146,2/3/2013,5,1
258,10000258.10000258,1,1976,13,92417,2/3/2013,2,0
259,10000259.10000259,1,1994,14,39602,2/3/2013,2,0
260,10000260.10000260,1,1976,17,46394,2/3/2013,5,1
261,10000261.10000261,2,1984,27,47246,2/3/2013,1,0
262,10000262.10000262,2,1986,43,58668,2/3/2013,2,0
263,10000263.10000263,1,1965,12,80098,2/3/2013,1,0
264,10000264.10000264,2,1978,9,70703,2/3/2013,2,0
265,10000265.10000265,2,1987,0,73419,2/3/2013,1,0
266,10000266.10000266,1,1972,23,85945,2/3/2013,2,0
267,10000267.10000267,2,1990,0,68080,2/3/2013,4,1
268,10000268.10000268,1,1986,26,72045,2/4/2013,2,0
269,10000269.10000269,1,1996,12,45810,2/4/2013,2,0
270,10000270.10000270,1,1965,13,67968,2/4/2013,1,0
271,10000271.10000271,1,1974,23,97915,2/4/2013,2,0
272,10000272.10000272,2,1993,0,88861,2/4/2013,2,0
273,10000273.10000273,1,1992,42,33016,2/4/2013,1,0
274,10000274.10000274,1,1991,28,93419,2/4/2013,2,0
275,10000275.10000275,2,1972,15,62948,2/4/2013,1,0
276,10000276.10000276,2,1982,11,35119,2/4/2013,1,0
277,10000277.10000277,2,1990,27,75512,2/4/2013,1,0
278,10000278.10000278,1,1988,15,41853,2/4/2013,2,0
279,10000279.10000279,2,1994,0,61518,2/4/2013,2,0
280,10000280.10000280,2,1980,13,39050,2/4/2013,1,0
281,10000281.10000281,1,1975,12,86434,2/4/2013,2,0
282,10000282.10000282,2,1991,13,53369,2/4/2013,1,0
283,10000283.10000283,2,1993,28,56831,2/4/2013,2,0
284,10000284.10000284,2,1989,40,83688,2/4/2013,2,0
285,10000285.10000285,1,1979,0,55789,2/4/2013,1,0
286,10000286.10000286,2,1966,22,83630,2/4/2013,1,0
287,10000287.10000287,2,1990,28,52577,2/4/2013,1,0
288,10000288.10000288,1,1992,0,87602,2/4/2013,1,0
289,10000289.10000289,2,1962,29,51964,2/4/2013,2,0
290,10000290.10000290,2,1992,13,57262,2/4/2013,1,0
291,10000291.10000291,1,1987,28,35400,2/4/2013,2,0
292,10000292.10000292,2,1985,14,46709,2/4/2013,1,0
293,10000293.10000293,1,1972,13,65818,2/4/2013,1,0
294,10000294.10000294,2,1984,33,57817,2/4/2013,1,0
295,10000295.10000295,2,1986,23,66158,2/4/2013,1,0
296,10000296.10000296,2,1988,14,73077,2/4/2013,1,0
297,10000297.10000297,2,1994,0,92589,2/4/2013,2,0
298,10000298.10000298,1,1993,14,84310,2/4/2013,2,0
299,10000299.10000299,1,1988,14,72107,2/4/2013,2,0
300,10000300.10000300,2,1995,0,40937,2/4/2013,2,0
301,10000301.10000301,1,1969,22,51490,2/4/2013,2,0
302,10000302.10000302,2,1988,0,57013,2/4/2013,1,0
303,10000303.10000303,1,1982,11,86064,2/4/2013,1,0
304,10000304.10000304,1,1978,14,34243,2/4/2013,1,0
305,10000305.10000305,2,1977,0,50478,2/4/2013,1,0
306,10000306.10000306,2,1980,1,43364,2/4/2013,1,0
307,10000307.10000307,1,1993,26,66481,2/4/2013,1,0
308,10000308.10000308,1,1988,14,72788,2/4/2013,1,0
309,10000309.10000309,1,1989,39,39193,2/4/2013,1,0
310,10000310.10000310,1,1960,7,72351,2/4/2013,2,0
311,10000311.10000311,2,1974,21,33925,2/4/2013,1,0
312,10000312.10000312,1,1996,0,55744,2/4/2013,2,0
313,10000313.10000313,2,1990,13,45617,2/5/2013,2,0
314,10000314.10000314,1,1967,27,89908,2/5/2013,2,0
315,10000315.10000315,1,1991,13,72279,2/5/2013,2,0
316,10000316.10000316,1,1988,34,66748,2/5/2013,1,0
317,10000317.10000317,2,1985,0,94049,2/5/2013,1,0
318,10000318.10000318,1,1988,0,55140,2/5/2013,2,0
319,10000319.10000319,2,1985,26,33108,2/5/2013,2,0
320,10000320.10000320,1,1982,8,52234,2/5/2013,1,0
321,10000321.10000321,2,1992,8,97479,2/5/2013,2,0
322,10000322.10000322,2,1975,0,57133,2/5/2013,1,0
323,10000323.10000323,1,1974,13,47779,2/5/2013,2,0
324,10000324.10000324,1,1974,0,47445,2/5/2013,2,0
325,10000325.10000325,1,1980,23,63738,2/5/2013,2,0
326,10000326.10000326,2,1956,0,64489,2/5/2013,1,0
327,10000327.10000327,2,1980,0,42452,2/5/2013,5,1
328,10000328.10000328,2,1976,23,68831,2/5/2013,1,0
329,10000329.10000329,2,1989,1,73331,2/5/2013,2,0
330,10000330.10000330,1,1969,14,80210,2/5/2013,2,0
331,10000331.10000331,2,1993,12,51220,2/5/2013,2,0
332,10000332.10000332,1,1969,0,30734,2/5/2013,1,0
333,10000333.10000333,1,1963,27,67442,2/5/2013,2,0
334,10000334.10000334,1,1981,0,86458,2/5/2013,1,0
335,10000335.10000335,2,1992,1,89306,2/5/2013,1,0
336,10000336.10000336,2,1994,13,90420,2/5/2013,1,0
337,10000337.10000337,2,1979,0,39953,2/5/2013,2,0
338,10000338.10000338,1,1971,3,74132,2/5/2013,2,0
339,10000339.10000339,2,1978,23,33866,2/5/2013,1,0
340,10000340.10000340,2,1982,0,43443,2/5/2013,2,0
341,10000341.10000341,1,1988,13,97948,2/5/2013,2,0
342,10000342.10000342,1,1971,0,82876,2/5/2013,2,0
343,10000343.10000343,1,1990,44,79996,2/5/2013,1,0
344,10000344.10000344,2,1984,8,41733,2/5/2013,3,1
345,10000345.10000345,1,1977,0,38601,2/5/2013,3,1
346,10000346.10000346,1,1969,14,66245,2/5/2013,1,0
347,10000347.10000347,2,1990,28,50794,2/5/2013,1,0
348,10000348.10000348,2,1975,0,65219,2/5/2013,1,0
349,10000349.10000349,2,1996,14,53428,2/5/2013,2,0
350,10000350.10000350,2,1991,3,77030,2/5/2013,1,0
351,10000351.10000351,1,1980,40,96320,2/5/2013,2,0
352,10000352.10000352,1,1961,13,33515,2/5/2013,1,0
353,10000353.10000353,1,1993,23,79736,2/6/2013,1,0
354,10000354.10000354,1,1981,0,54976,2/6/2013,1,0
355,10000355.10000355,2,1983,14,56838,2/6/2013,2,0
356,10000356.10000356,1,1982,46,43417,2/6/2013,2,0
357,10000357.10000357,1,1987,4,69178,2/6/2013,2,0
358,10000358.10000358,2,1993,0,59382,2/6/2013,1,0
359,10000359.10000359,1,1963,40,99628,2/6/2013,1,0
360,10000360.10000360,1,1963,22,68567,2/6/2013,1,0
361,10000361.10000361,2,1968,0,55268,2/6/2013,1,0
362,10000362.10000362,1,1982,13,56957,2/6/2013,1,0
363,10000363.10000363,2,1992,26,37222,2/6/2013,1,0
364,10000364.10000364,1,1992,40,99899,2/6/2013,1,0
365,10000365.10000365,2,1983,0,47724,2/6/2013,1,0
366,10000366.10000366,2,1980,1,37712,2/6/2013,2,0
367,10000367.10000367,1,1985,34,70733,2/6/2013,2,0
368,10000368.10000368,2,1986,28,40905,2/6/2013,2,0
369,10000369.10000369,2,1980,13,91016,2/6/2013,2,0
370,10000370.10000370,2,1986,0,63910,2/6/2013,1,0
371,10000371.10000371,2,1994,0,47932,2/6/2013,1,0
372,10000372.10000372,1,1992,10,80299,2/6/2013,1,0
373,10000373.10000373,2,1992,0,73955,2/6/2013,1,0
374,10000374.10000374,1,1952,26,85685,2/6/2013,1,0
375,10000375.10000375,2,1988,14,56814,2/6/2013,2,0
376,10000376.10000376,2,1985,13,78710,2/6/2013,2,0
377,10000377.10000377,2,1985,0,54321,2/6/2013,2,0
378,10000378.10000378,1,1968,0,74698,2/6/2013,2,0
379,10000379.10000379,1,1976,27,49276,2/6/2013,2,0
380,10000380.10000380,1,1976,14,97684,2/6/2013,1,0
381,10000381.10000381,2,1985,14,88378,2/6/2013,2,0
382,10000382.10000382,2,1991,1,94549,2/6/2013,1,0
383,10000383.10000383,2,1986,13,97039,2/6/2013,2,0
384,10000384.10000384,2,1972,27,79455,2/6/2013,2,0
385,10000385.10000385,1,1973,0,83818,2/6/2013,1,0
386,10000386.10000386,2,1993,14,53034,2/6/2013,1,0
387,10000387.10000387,1,1974,11,73058,2/6/2013,1,0
388,10000388.10000388,1,1988,25,45851,2/6/2013,1,0
389,10000389.10000389,2,1985,0,81311,2/6/2013,1,0
390,10000390.10000390,1,1985,0,52273,2/6/2013,1,0
391,10000391.10000391,1,1977,11,66682,2/6/2013,1,0
392,10000392.10000392,1,1991,0,51006,2/6/2013,2,0
393,10000393.10000393,2,1984,13,85037,2/7/2013,1,0
394,10000394.10000394,1,1958,12,72656,2/7/2013,2,0
395,10000395.10000395,1,1988,14,88463,2/7/2013,1,0
396,10000396.10000396,1,1990,13,50715,2/7/2013,4,1
397,10000397.10000397,1,1992,8,95010,2/7/2013,3,1
398,10000398.10000398,1,1960,14,57000,2/7/2013,2,0
399,10000399.10000399,1,1969,14,87810,2/7/2013,2,0
400,10000400.10000400,1,1974,14,37853,2/7/2013,2,0
401,10000401.10000401,2,1977,28,99688,2/7/2013,2,0
402,10000402.10000402,1,1993,15,87049,2/7/2013,1,0
403,10000403.10000403,1,1984,10,71125,2/7/2013,1,0
404,10000404.10000404,1,1982,14,94417,2/7/2013,2,0
405,10000405.10000405,2,1981,23,89977,2/7/2013,1,0
406,10000406.10000406,2,1989,13,37074,2/7/2013,2,0
407,10000407.10000407,2,1982,14,55851,2/7/2013,1,0
408,10000408.10000408,2,1992,40,31103,2/7/2013,1,0
409,10000409.10000409,2,1973,14,35528,2/7/2013,2,0
410,10000410.10000410,1,1987,27,98893,2/7/2013,2,0
411,10000411.10000411,2,1985,40,96653,2/7/2013,1,0
412,10000412.10000412,2,1982,27,93457,2/7/2013,2,0
413,10000413.10000413,2,1998,10,64603,2/7/2013,1,0
414,10000414.10000414,2,1981,0,53378,2/7/2013,2,0
415,10000415.10000415,1,1973,3,71834,2/7/2013,2,0
416,10000416.10000416,2,1992,1,86897,2/7/2013,2,0
417,10000417.10000417,2,1987,13,67475,2/7/2013,2,0
418,10000418.10000418,2,1977,22,48186,2/7/2013,2,0
419,10000419.10000419,1,1973,12,31865,2/7/2013,2,0
420,10000420.10000420,2,1986,23,38835,2/7/2013,2,0
421,10000421.10000421,1,1969,11,39875,2/7/2013,1,0
422,10000422.10000422,1,1975,13,56797,2/7/2013,2,0
423,10000423.10000423,1,1961,27,60143,2/8/2013,1,0
424,10000424.10000424,1,1991,0,30864,2/8/2013,1,0
425,10000425.10000425,1,1991,26,73502,2/8/2013,1,0
426,10000426.10000426,1,1994,0,75105,2/8/2013,1,0
427,10000427.10000427,2,1990,0,71576,2/8/2013,1,0
428,10000428.10000428,2,1972,1,38796,2/8/2013,2,0
429,10000429.10000429,2,1981,30,75791,2/8/2013,1,0
430,10000430.10000430,2,1972,23,37874,2/8/2013,2,0
431,10000431.10000431,2,1991,17,41785,2/8/2013,1,0
432,10000432.10000432,2,1959,27,50041,2/8/2013,3,1
433,10000433.10000433,2,1987,28,35411,2/8/2013,2,0
434,10000434.10000434,2,1956,0,61699,2/8/2013,2,0
435,10000435.10000435,1,1983,13,99592,2/8/2013,4,1
436,10000436.10000436,1,1956,0,85109,2/8/2013,1,0
437,10000437.10000437,1,1973,0,79777,2/8/2013,1,0
438,10000438.10000438,1,1979,14,95011,2/8/2013,2,0
439,10000439.10000439,2,1982,27,75595,2/8/2013,1,0
440,10000440.10000440,1,1992,11,80223,2/8/2013,1,0
441,10000441.10000441,1,1973,0,71034,2/8/2013,5,1
442,10000442.10000442,1,1971,12,38603,2/8/2013,2,0
443,10000443.10000443,1,1985,23,57706,2/8/2013,5,1
444,10000444.10000444,1,1972,13,47264,2/8/2013,1,0
445,10000445.10000445,2,1991,23,97151,2/8/2013,2,0
446,10000446.10000446,2,1978,1,64698,2/8/2013,1,0
447,10000447.10000447,2,1983,13,64717,2/8/2013,2,0
448,10000448.10000448,2,1989,4,45482,2/8/2013,2,0
