CRM_ID,hits_customDimensions_value,gender,birthday,state_code,annual_income_dollar,create_date,customer_level,CV_flag
186,104550281.1406591895,1,1977,13,46151,2013/2/2,1,0
187,1045776509.1409043135,1,1989,14,78495,2013/2/2,1,0
188,1045847840.1408076478,1,1991,0,86642,2013/2/2,1,0
189,1046404318.1407168014,1,,0,97320,2013/2/2,1,0
190,1046864295.1409562983,1,1983,0,62017,2013/2/2,3,1
191,1046912453.1407211329,1,1975,31,34031,2013/2/2,2,0
192,1047073987.1409126997,2,1996,13,68431,2013/2/2,1,0
193,1047110930.1408114942,1,1991,23,55897,2013/2/2,1,0
194,1047532097.1410002186,2,1975,40,46417,2013/2/2,1,0
195,1047622996.1407043757,1,1987,0,73796,2013/2/2,2,0
196,1047767803.1409889552,1,1989,0,46209,2013/2/2,5,1
197,1048051175.1410242669,2,1991,27,92627,2013/2/2,2,0
198,1048210517.1408079364,1,1989,13,73877,2013/2/2,1,0
199,1048224649.1409136342,1,1977,0,77352,2013/2/2,1,0
200,1048251625.1408974257,2,1992,13,51288,2013/2/2,4,1
201,1048372894.1408698773,1,1990,11,56534,2013/2/3,2,0
202,1048541517.1409279201,2,1983,26,59622,2013/2/3,1,0
203,1048752187.1408155742,2,1990,14,87379,2013/2/3,1,0
204,1048754974.1409102857,2,1986,33,87874,2013/2/3,1,0
205,1048769147.1408965389,2,1978,14,93268,2013/2/3,2,0
206,10487873.1407242140,2,1991,27,50299,2013/2/3,2,0
207,1048866276.1408803143,1,1983,25,70950,2013/2/3,1,0
208,1049114450.1408934075,2,1973,23,60542,2013/2/3,1,0
209,1049428852.1406624628,1,1968,0,85910,2013/2/3,1,0
210,1049496490.1407399090,1,1990,0,76326,2013/2/3,1,0
211,1050002470.1408083271,2,1964,45,68722,2013/2/3,2,0
212,1050571057.1407226522,2,1984,4,85002,2013/2/3,1,0
213,1050578357.1410026460,1,1979,22,33272,2013/2/3,2,0
214,105097973.1363682762986,1,1970,13,86517,2013/2/3,1,0
215,1051116261.1409714293,2,1977,22,77012,2013/2/3,1,0
216,1051205171.1409631699,2,1978,26,47588,2013/2/3,2,0
217,1051318200.1409727027,2,1963,1,41883,2013/2/3,1,0
218,1051666456.1408618289,2,1986,1,94457,2013/2/3,1,0
219,1051993324.1407917594,2,1980,7,93616,2013/2/3,2,0
220,1052077159.1409037135,1,1957,14,94473,2013/2/3,2,0
221,1052646648.1406877548,1,1977,0,88992,2013/2/3,2,0
222,1052729893.1409027199,1,1973,22,55183,2013/2/3,1,0
223,1052911884.1409896894,1,1979,23,56128,2013/2/3,1,0
224,1052980410.1409303319,1,1997,0,82718,2013/2/3,3,1
225,1052984617.1407816615,1,1978,13,94958,2013/2/3,1,0
226,1054074671.1407851114,2,1992,24,82536,2013/2/3,1,0
227,1054086871.1407841644,1,1980,22,53612,2013/2/3,1,0
228,1054133791.1406259609,2,1984,8,56735,2013/2/3,1,0
229,1054307232.1409037908,1,1972,0,32164,2013/2/3,1,0
230,1054730900.1409489082,1,1987,21,78631,2013/2/3,2,0
231,1054836922.1410345637,2,1990,0,32051,2013/2/3,2,0
232,1055109951.1408428207,1,1967,23,96442,2013/2/3,2,0
233,1055207489.1406523222,2,1980,13,94916,2013/2/3,2,0
234,1055331626.1409727114,2,1994,13,36964,2013/2/3,2,0
235,1055702419.1409533890,2,1995,0,46670,2013/2/3,1,0
236,105579471.1407141011,1,1980,40,71980,2013/2/3,2,0
237,1056226908.1408367340,1,1983,10,95061,2013/2/3,1,0
238,1057076187.1408319049,1,1984,17,87616,2013/2/3,2,0
239,1057414550.1409731441,1,1963,0,47540,2013/2/3,1,0
240,1057506997.1406875642,2,1980,1,39274,2013/2/3,2,0
241,1057908380.1406876525,1,1970,46,57787,2013/2/3,2,0
242,1057983965.1409637765,2,1988,25,85479,2013/2/3,3,1
243,1058272943.1407132230,2,1977,0,74139,2013/2/3,1,0
244,105837296.1409387464,1,1989,14,54165,2013/2/3,2,0
245,1058389301.1410335352,1,1989,47,61739,2013/2/3,5,1
246,1058394625.1408528570,1,1967,0,47010,2013/2/3,1,0
247,1058589378.1405576945,1,1980,28,31319,2013/2/3,1,0
248,1058590718.1408142124,2,1977,28,35211,2013/2/3,4,1
249,1058592957.1409463125,2,1988,8,73872,2013/2/3,4,1
250,1058637883.1407318473,1,1971,13,30321,2013/2/3,2,0
251,1058747308.1408335176,2,1980,14,90898,2013/2/3,2,0
252,1058903960.1409396291,1,1963,14,96179,2013/2/3,1,0
253,1058961159.1406802479,2,1995,16,76183,2013/2/3,2,0
254,1059631050.1409632692,1,1989,35,82515,2013/2/3,2,0
255,105977104.1409983969,1,1968,22,43790,2013/2/3,2,0
256,1059895320.1409105997,1,1974,28,78804,2013/2/3,2,0
257,1060799260.1409107238,2,1992,11,66146,2013/2/3,5,1
258,1061711520.1408520856,1,1976,13,92417,2013/2/3,2,0
259,1062210562.1407205299,1,1994,14,39602,2013/2/3,2,0
260,1062431359.1409631721,1,1976,17,46394,2013/2/3,5,1
261,1062623574.1410129636,2,1984,27,47246,2013/2/3,1,0
262,1062643969.1408597807,2,1986,43,58668,2013/2/3,2,0
263,1062682070.1407837028,1,1965,12,80098,2013/2/3,1,0
264,1062794025.1406867264,2,1978,9,70703,2013/2/3,2,0
265,1062852177.1410171053,2,1987,0,73419,2013/2/3,1,0
266,106315781.1409880632,1,1972,23,85945,2013/2/3,2,0
267,1063869149.1409557746,2,1990,0,68080,2013/2/3,4,1
268,1064299912.1409116212,1,1986,26,72045,2013/2/4,2,0
269,1064370305.1407759942,1,1996,12,45810,2013/2/4,2,0
270,1064940501.1407744866,1,1965,13,67968,2013/2/4,1,0
271,1064988165.1407675563,1,1974,23,97915,2013/2/4,2,0
272,1065145186.1406513973,2,1993,0,88861,2013/2/4,2,0
273,1065350359.1406508121,1,1992,42,33016,2013/2/4,1,0
274,1065391417.1407935134,1,1991,28,93419,2013/2/4,2,0
275,1065528900.1404218887,2,1972,15,62948,2013/2/4,1,0
276,1065863480.1409050540,2,1982,11,35119,2013/2/4,1,0
277,1065908577.1408009813,2,1990,27,75512,2013/2/4,1,0
278,1066059009.1408928701,1,1988,15,41853,2013/2/4,2,0
279,1066152550.1407985233,2,1994,0,61518,2013/2/4,2,0
280,1066246256.1407978412,2,1980,13,39050,2013/2/4,1,0
281,1066360290.1409363025,1,1975,12,86434,2013/2/4,2,0
282,1066967084.1408338512,2,1991,13,53369,2013/2/4,1,0
283,1067220852.1407374237,2,1993,28,56831,2013/2/4,2,0
284,1067266462.1407743847,2,1989,40,83688,2013/2/4,2,0
285,1067293641.1406707537,1,1979,0,55789,2013/2/4,1,0
286,1067383460.1409117439,2,1966,22,83630,2013/2/4,1,0
287,1067477206.1408488231,2,1990,28,52577,2013/2/4,1,0
288,1067516547.1409732425,1,1992,0,87602,2013/2/4,1,0
289,1067537784.1409886049,2,1962,29,51964,2013/2/4,2,0
290,1068525144.1404888522,2,1992,13,57262,2013/2/4,1,0
291,106855914.1407299985,1,1987,28,35400,2013/2/4,2,0
292,1069309650.1409293527,2,1985,14,46709,2013/2/4,1,0
293,1069364338.1407223236,1,1972,13,65818,2013/2/4,1,0
294,1069417122.1407592670,2,1984,33,57817,2013/2/4,1,0
295,1070276759.1408926163,2,1986,23,66158,2013/2/4,1,0
296,1070500150.1409098672,2,1988,14,73077,2013/2/4,1,0
297,1070784319.1409623693,2,1994,0,92589,2013/2/4,2,0
298,1070801970.1409543084,1,1993,14,84310,2013/2/4,2,0
299,1071334229.1407832805,1,1988,14,72107,2013/2/4,2,0
300,1071442476.1406873452,2,1995,0,40937,2013/2/4,2,0
301,1071644947.1409883715,1,1969,22,51490,2013/2/4,2,0
302,1071707672.1409139251,2,1988,0,57013,2013/2/4,1,0
303,1071781758.1407300636,1,1982,11,86064,2013/2/4,1,0
304,1071796361.1409793252,1,1978,14,34243,2013/2/4,1,0
305,1071878616.1407399625,2,1977,0,50478,2013/2/4,1,0
306,1071892960.1407449044,2,1980,1,43364,2013/2/4,1,0
307,1072066585.1409437719,1,1993,26,66481,2013/2/4,1,0
308,1072213661.1409762011,1,1988,14,72788,2013/2/4,1,0
309,1072455148.1408448588,1,1989,39,39193,2013/2/4,1,0
310,1072554104.1406347261,1,1960,7,72351,2013/2/4,2,0
311,1072771431.1410015907,2,1974,21,33925,2013/2/4,1,0
312,1072822935.1409476961,1,1996,0,55744,2013/2/4,2,0
313,1072880957.1408894440,2,1990,13,45617,2013/2/5,2,0
314,1072964961.1408613238,1,1967,27,89908,2013/2/5,2,0
315,1073157604.1400731709,1,1991,13,72279,2013/2/5,2,0
316,1073698626.1406711450,1,1988,34,66748,2013/2/5,1,0
317,1074117156.1409810935,2,1985,0,94049,2013/2/5,1,0
318,107428164.1409281346,1,1988,0,55140,2013/2/5,2,0
319,1074303163.1407200391,2,1985,26,33108,2013/2/5,2,0
320,1074346338.1406382064,1,1982,8,52234,2013/2/5,1,0
321,1074429364.1406465172,2,1992,8,97479,2013/2/5,2,0
322,1074601414.1406691585,2,1975,0,57133,2013/2/5,1,0
323,1075159046.1406705302,1,1974,13,47779,2013/2/5,2,0
324,1075556596.1408668130,1,1974,0,47445,2013/2/5,2,0
325,1075701248.1408688439,1,1980,23,63738,2013/2/5,2,0
326,107588663.1408786528,2,1956,0,64489,2013/2/5,1,0
327,1076089316.1409028990,2,1980,0,42452,2013/2/5,5,1
328,1076292125.1409889465,2,1976,23,68831,2013/2/5,1,0
329,107660135.1407813863,2,1989,1,73331,2013/2/5,2,0
330,1076713526.1406813900,1,1969,14,80210,2013/2/5,2,0
331,1076746836.1408599737,2,1993,12,51220,2013/2/5,2,0
332,1076953397.1408010046,1,1969,0,30734,2013/2/5,1,0
333,1077059816.1407722870,1,1963,27,67442,2013/2/5,2,0
334,1077065413.1406539055,1,1981,0,86458,2013/2/5,1,0
335,1077347923.1407909610,2,1992,1,89306,2013/2/5,1,0
336,1077986348.1409723596,2,1994,13,90420,2013/2/5,1,0
337,1078054419.1406629822,2,1979,0,39953,2013/2/5,2,0
338,1078233669.1409123642,1,1971,3,74132,2013/2/5,2,0
339,1078254862.1408352350,2,1978,23,33866,2013/2/5,1,0
340,1078398689.1408095031,2,1982,0,43443,2013/2/5,2,0
341,1078471402.1408609797,1,1988,13,97948,2013/2/5,2,0
342,1079512703.1408679638,1,1971,0,82876,2013/2/5,2,0
343,1079717923.1406529554,1,1990,44,79996,2013/2/5,1,0
344,1079786608.1409654439,2,1984,8,41733,2013/2/5,3,1
345,1079894356.1409172760,1,1977,0,38601,2013/2/5,3,1
346,1079978213.1406505592,1,1969,14,66245,2013/2/5,1,0
347,1080250140.1406529077,2,1990,28,50794,2013/2/5,1,0
348,1080637850.1406521664,2,1975,0,65219,2013/2/5,1,0
349,1080931026.1406759357,2,1996,14,53428,2013/2/5,2,0
350,1081801756.1409796637,2,1991,3,77030,2013/2/5,1,0
351,1082202780.1408060815,1,1980,40,96320,2013/2/5,2,0
352,1082393219.1391588145,1,1961,13,33515,2013/2/5,1,0
353,108255096.1408670338,1,1993,23,79736,2013/2/6,1,0
354,1082625075.1406532142,1,1981,0,54976,2013/2/6,1,0
355,1082640581.1409540931,2,1983,14,56838,2013/2/6,2,0
356,1082710379.1409140819,1,1982,46,43417,2013/2/6,2,0
357,1082940656.1406172073,1,1987,4,69178,2013/2/6,2,0
358,1082982990.1408934369,2,1993,0,59382,2013/2/6,1,0
359,1083090223.1406974974,1,1963,40,99628,2013/2/6,1,0
360,1083247102.1409047266,1,1963,22,68567,2013/2/6,1,0
361,1083494472.1406592112,2,1968,0,55268,2013/2/6,1,0
362,1083927479.1407231929,1,1982,13,56957,2013/2/6,1,0
363,1084200693.1406019226,2,1992,26,37222,2013/2/6,1,0
364,1084698903.1409669714,1,1992,40,99899,2013/2/6,1,0
365,1084774636.1406637834,2,1983,0,47724,2013/2/6,1,0
366,1084863226.1410151874,2,1980,1,37712,2013/2/6,2,0
367,108504596.1410100939,1,1985,34,70733,2013/2/6,2,0
368,1085107603.1406962147,2,1986,28,40905,2013/2/6,2,0
369,108568852.1406712858,2,1980,13,91016,2013/2/6,2,0
370,1085953797.1409201437,2,1986,0,63910,2013/2/6,1,0
371,1085966168.1409546959,2,1994,0,47932,2013/2/6,1,0
372,108603979.1409283598,1,1992,10,80299,2013/2/6,1,0
373,1086157154.1407470900,2,1992,0,73955,2013/2/6,1,0
374,1086280561.1409544077,1,1952,26,85685,2013/2/6,1,0
375,1086475781.1406333600,2,1988,14,56814,2013/2/6,2,0
376,1086516458.1409536735,2,1985,13,78710,2013/2/6,2,0
377,1086561324.1408520067,2,1985,0,54321,2013/2/6,2,0
378,1086823749.1407116226,1,1968,0,74698,2013/2/6,2,0
379,1087295202.1401411913,1,1976,27,49276,2013/2/6,2,0
380,1087364071.1409406346,1,1976,14,97684,2013/2/6,1,0
381,1087459139.1404259612,2,1985,14,88378,2013/2/6,2,0
382,1088245179.1407120453,2,1991,1,94549,2013/2/6,1,0
383,1088294893.1408437193,2,1986,13,97039,2013/2/6,2,0
384,1088419700.1409576799,2,1972,27,79455,2013/2/6,2,0
385,1088733997.1337856526,1,1973,0,83818,2013/2/6,1,0
386,1089028787.1409204795,2,1993,14,53034,2013/2/6,1,0
387,1089197572.1403076559,1,1974,11,73058,2013/2/6,1,0
388,1089549386.1409314561,1,1988,25,45851,2013/2/6,1,0
389,1089700545.1393482616,2,1985,0,81311,2013/2/6,1,0
390,108977861.1408695916,1,1985,0,52273,2013/2/6,1,0
391,1089837242.1409277334,1,1977,11,66682,2013/2/6,1,0
392,1090168350.1406612950,1,1991,0,51006,2013/2/6,2,0
393,1090732513.1408087576,2,1984,13,85037,2013/2/7,1,0
394,1090935874.1406617359,1,1958,12,72656,2013/2/7,2,0
395,1091140665.1407476090,1,1988,14,88463,2013/2/7,1,0
396,1091226683.1410227229,1,1990,13,50715,2013/2/7,4,1
397,1091386447.1409651379,1,1992,8,95010,2013/2/7,3,1
398,1091484510.1407908031,1,1960,14,57000,2013/2/7,2,0
399,1091558404.1390720360,1,1969,14,87810,2013/2/7,2,0
400,1091618408.1408606396,1,1974,14,37853,2013/2/7,2,0
401,109173522.1409794233,2,1977,28,99688,2013/2/7,2,0
402,1091878496.1406629256,1,1993,15,87049,2013/2/7,1,0
403,1091942085.1407928901,1,1984,10,71125,2013/2/7,1,0
404,1092426182.1409810945,1,1982,14,94417,2013/2/7,2,0
405,1092691325.1407400294,2,1981,23,89977,2013/2/7,1,0
406,1093075004.1409556687,2,1989,13,37074,2013/2/7,2,0
407,1093302745.1406272226,2,1982,14,55851,2013/2/7,1,0
408,1094262809.1407765609,2,1992,40,31103,2013/2/7,1,0
409,1094369486.1410220402,2,1973,14,35528,2013/2/7,2,0
410,1094608111.1409290162,1,1987,27,98893,2013/2/7,2,0
411,1094711569.1406621380,2,1985,40,96653,2013/2/7,1,0
412,1095431538.1404200366,2,1982,27,93457,2013/2/7,2,0
413,1095437847.1401256343,2,1998,10,64603,2013/2/7,1,0
414,1095520110.1409196196,2,1981,0,53378,2013/2/7,2,0
415,1095804656.1409104658,1,1973,3,71834,2013/2/7,2,0
416,1095978593.1408000079,2,1992,1,86897,2013/2/7,2,0
417,1096310656.1407218229,2,1987,13,67475,2013/2/7,2,0
418,1096636320.1409296283,2,1977,22,48186,2013/2/7,2,0
419,1096837349.1386509593,1,1973,12,31865,2013/2/7,2,0
420,1097060275.1406606336,2,1986,23,38835,2013/2/7,2,0
421,1097669123.1407832006,1,1969,11,39875,2013/2/7,1,0
422,1097807592.1410011752,1,1975,13,56797,2013/2/7,2,0
