a_fullVisitorId,a_hits_customDimensions_value,a_COUNT,a_SUM_totals_pageviews,a_SUM_totals_hits,a_SUM_totals_timeOnSite,a_SUM_hits_hitNumber,a_diffdays_latest,a_diffdays_oldest,a_desktop_flag,a_tablet_flag,a_mobile_flag,a_OS_Windows_flag,a_OS_Macintosh_flag,a_SUM_morning_visit,a_SUM_daytime_visit,a_SUM_evening_visit,a_SUM_midnight_visit,a_page201404,a_page201405,a_page201406,b_hits_customDimensions_value,b_CV_flag
311408147099091250,72505359.1409351986,1,1,2,1,1,11,11,1,0,0,1,0,1,0,0,0,0,0,0,72505359.1409351986,0
870892018962911185,202770349.1409404881,1,1,2,3,1,11,11,1,0,0,1,0,0,0,1,0,0,0,0,202770349.1409404881,0
1514252758121833135,352564444.1409409711,1,1,2,9,1,11,11,1,0,0,1,0,0,0,0,1,0,0,0,352564444.1409409711,1
1518116514996263793,353464045.1409391473,1,1,1,1,1,11,11,1,0,0,1,0,0,0,1,0,0,0,0,353464045.1409391473,1
1886287528290507844,439185539.1409375300,1,1,2,1,1,11,11,1,0,0,0,1,0,0,1,0,0,0,0,439185539.1409375300,0
2069895619257921407,481935129.1409380223,1,1,3,2,3,11,11,1,0,0,1,0,0,1,0,0,0,0,0,481935129.1409380223,0
2191210672795237414,510180991.1409367078,1,1,2,1,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,510180991.1409367078,0
3221882410132129249,750152955.1409369569,1,2,4,49,3,11,11,1,0,0,0,1,0,1,0,0,0,0,0,750152955.1409369569,1
3981793602333397123,927083567.1409372291,1,1,1,1,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,927083567.1409372291,0
4983073280735931070,1160212159.1409379006,1,1,2,25,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,1160212159.1409379006,0
5035701997504917351,1172465737.1409380199,1,1,2,1,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,1172465737.1409380199,0
5699579825501595886,1327036839.1409378542,1,1,2,1,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,1327036839.1409378542,0
5894403579317383431,1372397779.1409347847,1,1,2,2,1,11,11,1,0,0,1,0,1,0,0,0,0,0,0,1372397779.1409347847,0
6285394196201116582,1463432376.1373541286,2,2,5,11,2,11,12,1,0,0,1,0,0,1,1,0,0,0,0,1463432376.1373541286,0
6470750781275451406,1506589069.1409363982,1,1,2,1,1,11,11,1,0,0,1,0,1,0,0,0,0,0,0,1506589069.1409363982,0
6824936887132697977,1589054448.1409365369,1,1,2,2,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,1589054448.1409365369,0
7185265582202216352,1672950010.1409343392,1,1,2,1,1,11,11,1,0,0,1,0,1,0,0,0,0,0,0,1672950010.1409343392,0
7305170482012208002,1700867545.1409399682,1,1,2,1,1,11,11,1,0,0,1,0,0,0,1,0,0,0,0,1700867545.1409399682,0
7440137127748043337,1732291916.1402864201,12,12,24,31,12,3,35,1,0,0,1,0,3,0,0,9,0,0,0,1732291916.1402864201,1
7766952171538560201,1808384473.1409365193,1,1,2,3,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,1808384473.1409365193,0
8371804693483050813,1949212675.1409374013,1,1,2,5,1,11,11,1,0,0,1,0,0,1,0,0,0,0,0,1949212675.1409374013,0
8527096687838256208,1985369410.1409440848,1,1,2,2,1,11,11,1,0,0,1,0,1,0,0,0,0,0,0,1985369410.1409440848,0
627655106023182208,146137342.1408814976,1,1,2,2,1,17,17,1,0,0,0,1,0,0,0,1,0,0,0,146137342.1408814976,1
1906968062108221013,444000601.1408876117,1,1,2,1,1,17,17,1,0,0,1,0,0,0,1,0,0,0,0,444000601.1408876117,0
2390869013597638800,556667571.1408880784,1,1,2,1,1,17,17,1,0,0,1,0,0,0,1,0,0,0,0,556667571.1408880784,0
2791582564596972302,649965965.1408891662,1,1,1,1,1,17,17,0,1,0,0,0,0,0,1,0,0,0,0,649965965.1408891662,1
3876713550944239617,902617711.1408860161,1,1,2,1,1,17,17,1,0,0,1,0,0,1,0,0,0,0,0,902617711.1408860161,0
4249397191887156055,989389883.1408889687,1,1,2,10,1,17,17,1,0,0,1,0,0,0,0,1,0,0,0,989389883.1408889687,0
4369447287352143188,1017341224.1399532884,1,1,2,1,1,17,17,1,0,0,1,0,0,0,1,0,0,0,0,1017341224.1399532884,0
8706374180460416011,2027110704.1408879627,1,1,1,1,1,17,17,1,0,0,1,0,0,0,1,0,0,0,0,2027110704.1408879627,0
3802297530233300690,885291381.1407624914,1,1,2,1,1,31,31,1,0,0,1,0,1,0,0,0,0,0,0,885291381.1407624914,0
3881893075343549750,903823663.1407624502,1,1,1,1,1,31,31,1,0,0,1,0,1,0,0,0,0,0,0,903823663.1407624502,0
4379534838393669668,1019689915.1407649828,1,1,2,1,1,31,31,1,0,0,1,0,0,1,0,0,0,0,0,1019689915.1407649828,0
5004318435248064018,1165158682.1407600146,1,1,2,1,1,31,31,1,0,0,1,0,0,0,0,1,0,0,0,1165158682.1407600146,0
5889155996863394044,1371175981.1407676668,1,1,2,1,1,31,31,1,0,0,0,1,0,0,1,0,0,0,0,1371175981.1407676668,0
6192248914069305506,1441745300.1407596706,1,1,2,1,1,31,31,1,0,0,1,0,0,0,0,1,0,0,0,1441745300.1407596706,0
7091901016184420329,1651211878.1407678441,1,1,2,5,1,31,31,1,0,0,1,0,0,0,1,0,0,0,0,1651211878.1407678441,0
8677139824133982016,2020304050.1407633216,1,1,2,1,1,31,31,1,0,0,1,0,1,0,0,0,0,0,0,2020304050.1407633216,0
8685376085349042984,2022221704.1407650600,1,1,2,1,1,31,31,1,0,0,1,0,0,1,0,0,0,0,0,2022221704.1407650600,0
573506533470311658,133529895.1406997738,1,1,2,1,1,38,38,1,0,0,1,0,0,0,0,1,0,0,0,133529895.1406997738,0
1595082354708050288,371384051.1407054192,1,1,2,1,1,38,38,1,0,0,1,0,0,0,1,0,0,0,0,371384051.1407054192,0
1660302472479892945,386569293.1407051217,1,1,2,1,1,38,38,1,0,0,1,0,0,1,0,0,0,0,0,386569293.1407051217,0
3787372351375397869,881816342.1407046637,1,1,2,5,1,38,38,1,0,0,1,0,0,1,0,0,0,0,0,881816342.1407046637,0
4266365095843344738,993340531.1407070562,1,1,2,3,1,38,38,1,0,0,1,0,0,0,1,0,0,0,0,993340531.1407070562,0
4733594710866510110,1102125903.1407041822,1,1,2,1,1,38,38,1,0,0,1,0,0,1,0,0,0,0,0,1102125903.1407041822,0
5031268564755939855,1171433498.1407058447,1,1,2,2,1,38,38,1,0,0,1,0,0,0,1,0,0,0,0,1171433498.1407058447,0
5617792369599330617,1307994213.1407072569,1,1,2,1,1,38,38,1,0,0,1,0,0,0,1,0,0,0,0,1307994213.1407072569,0
5815192412303007393,1353954992.1407065761,1,2,4,325,3,38,38,1,0,0,1,0,0,0,1,0,0,0,0,1353954992.1407065761,0
5831230043524529594,1357689044.1407024570,1,1,2,1,1,38,38,1,0,0,1,0,1,0,0,0,0,0,0,1357689044.1407024570,0
6969907503842601520,1622808050.1407068720,2,1,4,1,3,38,38,1,0,0,1,0,0,0,2,0,0,0,0,1622808050.1407068720,0
7466552465112812743,1738442216.1407044807,2,2,4,2,2,38,38,1,0,0,1,0,0,2,0,0,0,0,0,1738442216.1407044807,0
637971471436905054,148539308.1406433886,1,1,2,1,1,45,45,1,0,0,1,0,0,1,0,0,0,0,0,148539308.1406433886,0
1315341930604060730,306251908.1406459962,1,1,2,1,1,45,45,1,0,0,0,1,0,0,1,0,0,0,0,306251908.1406459962,0
2836117342479767577,660335026.1406457881,1,1,2,3,1,45,45,1,0,0,1,0,0,0,1,0,0,0,0,660335026.1406457881,0
3576960645118297676,832826049.1406404172,1,1,1,1,1,45,45,1,0,0,1,0,0,0,0,1,0,0,0,832826049.1406404172,0
4916631987747371888,1144742590.1359035248,3,5,11,27,7,45,45,1,0,0,1,0,2,1,0,0,0,0,0,1144742590.1359035248,0
6832514424915663037,1590818731.1406441661,1,1,2,1,2,45,45,1,0,0,1,0,0,1,0,0,0,0,0,1590818731.1406441661,0
7595392503215598838,1768440125.1406446838,1,1,2,4,1,45,45,1,0,0,1,0,0,1,0,0,0,0,0,1768440125.1406446838,0
82709840174115933,19257385.1392634973,2,4,8,115,4,1,15,1,0,0,1,0,0,0,2,0,0,1,1,19257385.1392634973,1
356920545439897673,83102040.1409013833,1,1,2,1,1,15,15,1,0,0,1,0,1,0,0,0,0,0,0,83102040.1409013833,0
999681788768674823,232756554.1409016839,2,4,8,32,4,15,15,1,0,0,1,0,2,0,0,0,0,0,0,232756554.1409016839,0
1177806636723168781,274229477.1408984589,1,1,2,1,1,15,15,1,0,0,1,0,0,0,0,1,0,0,0,274229477.1408984589,0
1230211886343791296,286431025.1409032896,2,4,6,421,2,15,15,1,0,0,1,0,0,2,0,0,0,0,0,286431025.1409032896,0
1374737114947405276,320080927.1409041884,1,2,4,22,3,15,15,1,0,0,1,0,0,0,1,0,0,0,0,320080927.1409041884,0
1476807850255458408,343846122.1409032296,1,1,1,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,343846122.1409032296,0
1844669247947249788,429495528.1408997500,1,1,2,2,1,15,15,1,0,0,1,0,1,0,0,0,0,0,0,429495528.1408997500,0
2377485216898618488,553551413.1409029240,6,23,46,1253,28,15,15,1,0,0,1,0,0,6,0,0,0,0,0,553551413.1409029240,0
2670349669489206154,621739232.1409049482,1,1,2,6,1,15,15,1,0,0,1,0,0,0,1,0,0,0,0,621739232.1409049482,0
2929155654192717960,681997196.1409015944,1,2,3,37,1,15,15,1,0,0,1,0,1,0,0,0,0,0,0,681997196.1409015944,0
3184799851476675984,741518999.1409019280,1,1,1,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,741518999.1409019280,0
3229381723678349858,751899025.1409063458,1,1,2,1,1,15,15,1,0,0,1,0,0,0,0,1,0,0,0,751899025.1409063458,0
3322404612161160972,773557604.1409042188,1,1,2,2,1,15,15,1,0,0,1,0,0,0,1,0,0,0,0,773557604.1409042188,0
4113804533186670689,957819757.1409003617,1,2,3,165,1,15,15,1,0,0,1,0,1,0,0,0,0,0,0,957819757.1409003617,0
4518636992182629199,1052077159.1409037135,1,1,2,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1052077159.1409037135,0
4577848790009800620,1065863480.1409050540,1,1,2,1,1,15,15,1,0,0,1,0,0,0,1,0,0,0,0,1065863480.1409050540,0
4621768421204038526,1076089316.1409028990,1,1,2,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1076089316.1409028990,1
4905588192360277011,1142171256.1409033235,1,1,2,13,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1142171256.1409033235,0
4933950889367716374,1148774961.1409040918,1,2,4,42,3,15,15,1,0,0,1,0,0,0,1,0,0,0,0,1148774961.1409040918,1
5388699982263747561,1254654485.1409025001,1,1,2,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1254654485.1409025001,0
5477363139638715825,1275297985.1409017265,1,1,2,1,1,15,15,1,0,0,1,0,1,0,0,0,0,0,0,1275297985.1409017265,0
5781506665974826702,1346111918.1408992974,1,1,2,2,1,15,15,1,0,0,1,0,0,0,0,1,0,0,0,1346111918.1408992974,0
6163738654871916366,1435107238.1409027918,1,1,1,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1435107238.1409027918,0
6829618800916948284,1590144541.1409017148,1,1,2,1,1,15,15,1,0,0,1,0,1,0,0,0,0,0,0,1590144541.1409017148,0
7302294928392713496,1700198028.1409021208,1,1,2,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1700198028.1409021208,0
7479123499359135086,1741369138.1385424238,1,2,4,27,3,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1741369138.1385424238,0
8325383845133934901,1938404479.1409016117,1,2,3,87,2,15,15,1,0,0,1,0,0,1,0,0,0,0,0,1938404479.1409016117,1
8712211032425903487,2028469702.1409037695,1,2,4,27,3,15,15,1,0,0,1,0,0,1,0,0,0,0,0,2028469702.1409037695,1
8858439065238507143,2062516069.1409027719,1,1,2,1,1,15,15,1,0,0,1,0,0,1,0,0,0,0,0,2062516069.1409027719,0
9164454729164284437,2133765893.1409049109,1,1,2,3,1,15,15,1,0,0,1,0,0,0,1,0,0,0,0,2133765893.1409049109,0
9176597490768275617,2136593100.1409018017,1,1,2,1,1,15,15,1,0,0,0,1,1,0,0,0,0,0,0,2136593100.1409018017,0
311609538110105043,72552249.1403856339,10,10,20,10,10,5,43,1,0,0,1,0,1,5,4,0,0,0,0,72552249.1403856339,1
485237280433492125,112978108.1409536157,2,2,4,1,2,9,9,1,0,0,1,0,2,0,0,0,0,0,0,112978108.1409536157,0
823834244144158351,191813857.1409537679,1,1,2,2,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,191813857.1409537679,0
830798096628844500,193434939.1359720089556,18,18,36,98,18,1,44,1,0,0,1,0,9,9,0,0,0,0,0,193434939.1359720089556,1
932030792521938146,217005329.1409217762,1,1,2,1,1,9,9,1,0,0,1,0,1,0,0,0,0,0,0,217005329.1409217762,1
989636598989963866,230417726.1401274970,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,230417726.1401274970,0
1219271788597561156,283883835.1409500996,1,1,2,3,1,9,9,1,0,0,1,0,0,0,0,1,0,0,0,283883835.1409500996,1
1445495829271149538,336555724.1409547234,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,336555724.1409547234,0
1472507952337489850,342844974.1409519546,1,1,2,49,1,9,9,1,0,0,1,0,1,0,0,0,0,0,0,342844974.1409519546,0
1766023771075830875,411184451.1407116379,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,411184451.1407116379,0
1973780100919086449,459556491.1409568113,1,1,2,1,1,9,9,1,0,0,1,0,0,0,1,0,0,0,0,459556491.1409568113,0
2574141740634073742,599339078.1409280654,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,599339078.1409280654,0
3028307830374679961,705082861.1409566105,1,1,2,1,1,9,9,1,0,0,1,0,0,0,1,0,1,0,0,705082861.1409566105,0
3147343639257235514,732798045.1409499194,1,1,1,1,1,9,9,0,0,1,0,0,0,0,0,1,0,0,0,732798045.1409499194,0
4569283203587908850,1063869149.1409557746,1,1,2,2,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1063869149.1409557746,1
4649905890126979907,1082640581.1409540931,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1082640581.1409540931,0
4959287322354126214,1154674059.1409551750,1,1,2,2,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1154674059.1409551750,0
5234646450318866084,1218786102.1409545892,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1218786102.1409545892,0
5257461673077525641,1224098185.1409567881,2,2,6,10,4,9,9,1,0,0,1,0,0,0,2,0,0,0,0,1224098185.1409567881,0
5481239433523236077,1276200505.1409551597,1,2,4,306,3,9,9,1,0,0,0,1,0,1,0,0,0,0,0,1276200505.1409551597,1
5561956544916234079,1294993922.1407459167,2,2,4,5,2,9,33,1,0,0,1,0,1,1,0,0,0,0,0,1294993922.1407459167,0
6192086813415579651,1441707558.1409556483,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1441707558.1409556483,1
7631799880129978381,1776916878.1409556493,1,1,2,1,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1776916878.1409556493,1
7687751140649474434,1789944046.1409554818,1,1,2,2,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1789944046.1409554818,1
7858832289483209296,1829776980.1409563216,1,1,2,1,1,9,9,1,0,0,1,0,0,0,1,0,0,1,0,1829776980.1409563216,1
7905280084456753225,1840591450.1409534025,1,1,2,1,1,9,9,1,0,0,1,0,1,0,0,0,0,0,0,1840591450.1409534025,0
8448075427100229236,1966970839.1409547892,1,1,2,6,1,9,9,1,0,0,1,0,0,1,0,0,0,0,0,1966970839.1409547892,1
8620598246131378825,2007139438.1409559177,1,1,2,1,1,9,9,1,0,0,1,0,0,0,1,0,0,0,0,2007139438.1409559177,0
8915317549068172517,2075759123.1409531109,1,1,1,1,1,9,9,1,0,0,1,0,1,0,0,0,0,0,0,2075759123.1409531109,1
9074435667784811151,2112806697.1400029839,1,1,2,2,1,9,9,1,0,0,1,0,0,0,1,0,0,0,0,2112806697.1400029839,0
338058878729518548,78710466.1406598612,2,2,4,2,2,43,43,1,0,0,1,0,1,0,1,0,0,0,0,78710466.1406598612,0
474314336783270763,110434912.1406632811,1,4,6,73,5,43,43,0,0,1,1,0,0,0,1,0,0,0,0,110434912.1406632811,0
657833977194152185,153163908.1406599417,1,3,4,399,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,153163908.1406599417,0
687814193243955408,160144221.1405558992,2,4,8,392,4,43,43,1,0,0,1,0,0,2,0,0,2,0,0,160144221.1405558992,0
719452477123605260,167510583.1404711692,1,1,2,1,1,43,43,1,0,0,1,0,0,0,1,0,0,0,0,167510583.1404711692,0
836024516673455185,194652126.1406583889,1,1,2,1,1,43,43,1,0,0,1,0,1,0,0,0,0,0,0,194652126.1406583889,0
1067692325315479959,248591491.1406601623,2,2,6,22,3,43,43,1,0,0,1,0,0,2,0,0,0,0,0,248591491.1406601623,0
1074294617762400377,250128707.1406634105,1,1,2,2,1,43,43,1,0,0,0,1,0,0,1,0,0,0,0,250128707.1406634105,0
1201947922036340646,279850308.1400813478,1,3,6,645,5,43,43,1,0,0,1,0,0,1,0,0,0,0,0,279850308.1400813478,0
1307286165389772428,304376279.1406600844,1,1,2,1,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,304376279.1406600844,0
1470335450502082850,342339149.1406611746,2,4,8,2614,4,43,43,1,0,0,1,0,0,2,0,0,0,0,0,342339149.1406611746,0
1522404125010489707,354462332.1406595435,1,2,4,36,3,43,43,1,0,0,1,0,1,0,0,0,0,0,0,354462332.1406595435,0
1671371681238026938,389146544.1406601914,1,2,4,26,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,389146544.1406601914,0
1740917900523815356,405339035.1406615996,1,1,2,1,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,405339035.1406615996,0
2092474215085564831,487192118.1406591903,1,3,5,89,3,43,43,1,0,0,1,0,1,0,0,0,0,0,0,487192118.1406591903,0
2258615460039171616,525874891.1406606880,1,1,2,5,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,525874891.1406606880,0
2458323472138838701,572373036.1406608045,2,3,5,32,2,33,43,1,0,0,0,1,0,2,0,0,0,0,0,572373036.1406608045,0
2549274077556073410,593549124.1406624706,1,1,2,5,1,43,43,1,0,0,1,0,0,0,1,0,0,0,0,593549124.1406624706,0
2554769973542583882,594828737.1406598730,1,1,2,1,1,43,43,1,0,0,1,0,1,0,0,0,0,0,0,594828737.1406598730,0
2572644493557193115,598990473.1406622107,1,1,2,1,1,43,43,1,0,0,1,0,0,0,1,0,0,0,0,598990473.1406622107,0
2867373103688135575,667612325.1406612375,1,1,2,3,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,667612325.1406612375,0
3497428613984628927,814308555.1406611647,1,1,2,1,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,814308555.1406611647,0
3751199737376044130,873394249.1406563426,1,1,2,1,1,43,43,1,0,0,0,1,0,0,0,1,0,0,0,873394249.1406563426,0
3998010960753673436,930859465.1406616796,2,4,8,36,4,43,43,1,0,0,1,0,0,2,0,0,0,0,0,930859465.1406616796,0
4689582432932296072,1091878496.1406629256,1,1,2,1,1,43,43,1,0,0,1,0,0,0,1,0,0,0,0,1091878496.1406629256,0
5128920573255451757,1194169878.1377141869,26,26,64,8240,38,1,47,1,0,0,1,0,10,4,12,0,0,0,0,1194169878.1377141869,1
5164269180628174682,1202400117.1406601050,1,2,4,14,1,43,43,0,1,0,0,0,0,1,0,0,0,0,0,1202400117.1406601050,0
5378065145020238812,1252178369.1406618588,1,1,2,2,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1252178369.1406618588,0
5391138673281925967,1255222287.1406600015,1,1,2,1,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1255222287.1406600015,0
5505988542613388997,1281962856.1406631621,1,1,2,1,1,43,43,1,0,0,1,0,0,0,1,0,0,0,0,1281962856.1406631621,0
5639469688017078346,1313041357.1406617674,1,1,2,9,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1313041357.1406617674,0
5870144470155461823,1366749515.1406600383,1,1,2,1,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1366749515.1406600383,0
6285242102852291662,1463396964.1406602318,1,1,1,1,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1463396964.1406602318,0
6317427544091487101,1470890721.1406626685,1,1,2,1,1,43,43,1,0,0,1,0,0,0,1,0,0,0,0,1470890721.1406626685,0
6702217735769104578,1560481669.1406607554,1,2,3,86,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1560481669.1406607554,0
7127816722418447403,1659574155.1406612523,1,1,2,3,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1659574155.1406612523,0
7558185454933587326,1759777184.1406612862,2,3,6,683,4,42,43,1,0,0,1,0,0,2,0,0,0,0,0,1759777184.1406612862,0
7648279472073291305,1780753832.1406613033,1,1,2,1,1,43,43,1,0,0,1,0,0,1,0,0,0,0,0,1780753832.1406613033,0
7777295200099716191,1810792647.1397443679,12,14,28,2520,14,21,47,1,0,0,1,0,7,5,0,0,0,0,0,1810792647.1397443679,1
8191023910759510588,1907121369.1401762364,2,2,4,2,2,43,43,1,0,0,1,0,0,2,0,0,2,0,0,1907121369.1401762364,0
8447548215557572213,1966848088.1397442165,4,4,8,6,4,7,43,1,0,0,1,0,3,1,0,0,0,0,0,1966848088.1397442165,1
8569378630819801410,1995213942.1406560578,1,1,1,1,1,43,43,1,0,0,1,0,0,0,0,1,0,0,0,1995213942.1406560578,0
8618109183731389085,2006559908.1406620317,2,4,8,3142,4,43,43,1,0,0,1,0,0,1,1,0,2,0,0,2006559908.1406620317,0
8670739506818116901,2018813860.1406594341,1,1,2,2,1,43,43,1,0,0,1,0,1,0,0,0,1,0,0,2018813860.1406594341,0
8756934436682394790,2038882681.1406594214,1,1,2,1,2,43,43,1,0,0,1,0,1,0,0,0,0,0,0,2038882681.1406594214,0
93718227917488081,21820475.1409302481,5,13,26,1820,13,2,12,1,0,0,1,0,0,0,5,0,0,0,0,21820475.1409302481,0
843994060422978361,196507680.1410145081,1,1,2,1,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,196507680.1410145081,1
1245124167415437987,289903061.1410144931,1,1,2,2,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,289903061.1410144931,0
1353022730951388157,315025153.1398991869,1,1,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,315025153.1398991869,0
1568319051985140118,365152734.1410152854,3,9,18,51,9,2,2,1,0,0,1,0,0,3,0,0,0,0,0,365152734.1410152854,1
1907461596801503729,444115511.1410175473,1,1,2,3,1,2,2,1,0,0,1,0,0,0,1,0,1,0,0,444115511.1410175473,0
2006199897049349889,467104813.1410154241,1,4,8,314,7,2,2,1,0,0,1,0,0,1,0,0,0,0,0,467104813.1410154241,0
2386037720851743248,555542698.1410138640,1,1,1,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,555542698.1410138640,1
2854583395458853300,664634489.1410181556,1,1,2,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,1,664634489.1410181556,0
